locus,locus_coords,cell_type,group,dataset,normalisation,resolution_bp,chrom,bin1_start,bin2_start,observed,expected,oe
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67660158,1,2.433333333333333,0.4109589041095891
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67670158,1,1.852941176470588,0.5396825396825397
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67680158,1,1.916666666666667,0.5217391304347826
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67690158,2,1.5625,1.28
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67700158,2,1.758620689655172,1.137254901960784
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67720158,2,1.736842105263158,1.151515151515151
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67740158,4,1.782608695652174,2.24390243902439
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67750158,1,1.666666666666667,0.6
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67760158,1,1.769230769230769,0.5652173913043479
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67780158,3,1.818181818181818,1.65
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67800158,1,1.590909090909091,0.6285714285714286
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67810158,1,2,0.5
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67820158,1,1.695652173913043,0.5897435897435898
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67840158,2,1.4,1.428571428571429
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67850158,2,1.764705882352941,1.133333333333333
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67860158,1,1.882352941176471,0.53125
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67900158,2,1.666666666666667,1.2
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67910158,1,1.8,0.5555555555555556
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67920158,2,1.928571428571429,1.037037037037037
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67930158,1,1.571428571428571,0.6363636363636364
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67960158,2,1.777777777777778,1.125
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67970158,1,1.444444444444444,0.6923076923076923
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67980158,2,1.666666666666667,1.2
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,67990158,2,1.571428571428571,1.272727272727273
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,68000158,1,2,0.5
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,68010158,1,1.333333333333333,0.75
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,68020158,2,1.125,1.777777777777778
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,68030158,3,1.5,2
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67310158,68040158,1,1,1
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67320158,49,148.5061728395062,0.3299526145149222
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67330158,68,100.4,0.6772908366533864
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67340158,33,42.21518987341772,0.7817091454272864
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67350158,16,25.62820512820513,0.624312156078039
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67360158,17,17.88311688311688,0.9506172839506173
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67370158,10,14.5,0.6896551724137931
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67380158,9,11.93243243243243,0.7542468856172141
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67390158,9,11.16438356164384,0.8061349693251533
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67400158,9,9.295774647887324,0.9681818181818181
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67410158,13,8.26086956521739,1.573684210526316
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67420158,13,7.984615384615385,1.628131021194605
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67430158,2,8.181818181818182,0.2444444444444444
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67440158,8,6.846153846153846,1.168539325842697
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67450158,3,5.784615384615384,0.5186170212765957
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67460158,5,6.229508196721311,0.8026315789473685
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67470158,3,5.949152542372881,0.5042735042735043
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67480158,3,5.09375,0.588957055214724
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67490158,4,4.894736842105263,0.8172043010752689
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67500158,4,5.241379310344827,0.7631578947368421
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67510158,5,4.618181818181818,1.082677165354331
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67520158,7,4.716981132075472,1.484
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67530158,8,4.173076923076923,1.91705069124424
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67540158,3,4.653061224489796,0.6447368421052632
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67550158,2,4.456521739130435,0.4487804878048781
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67570158,2,4.26530612244898,0.4688995215311005
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67580158,3,3.723404255319149,0.8057142857142857
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67590158,3,3.948717948717949,0.7597402597402597
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67600158,1,3.119047619047619,0.3206106870229007
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67620158,2,2.925,0.6837606837606838
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67630158,1,3.083333333333333,0.3243243243243243
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67640158,3,2.628571428571429,1.141304347826087
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67650158,1,2.633333333333333,0.379746835443038
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67660158,1,2.9,0.3448275862068966
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67670158,2,2.433333333333333,0.8219178082191781
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67680158,3,1.852941176470588,1.619047619047619
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67690158,3,1.916666666666667,1.565217391304348
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67700158,2,1.5625,1.28
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67710158,1,1.758620689655172,0.5686274509803921
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67720158,1,1.962962962962963,0.5094339622641509
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67740158,1,1.708333333333333,0.5853658536585367
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67750158,1,1.782608695652174,0.5609756097560976
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67770158,2,1.769230769230769,1.130434782608696
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67790158,1,1.818181818181818,0.55
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67840158,1,1.578947368421053,0.6333333333333333
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67850158,1,1.4,0.7142857142857143
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67860158,3,1.764705882352941,1.7
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67870158,1,1.882352941176471,0.53125
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67900158,1,1.375,0.7272727272727273
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67910158,4,1.666666666666667,2.4
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67920158,1,1.8,0.5555555555555556
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67930158,2,1.928571428571429,1.037037037037037
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67940158,1,1.571428571428571,0.6363636363636364
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67950158,1,1.2,0.8333333333333334
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67970158,1,1.777777777777778,0.5625
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,67990158,1,1.666666666666667,0.6
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67320158,68030158,1,1.125,0.8888888888888888
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67330158,156,148.5061728395062,1.050461384986283
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67340158,79,100.4,0.7868525896414342
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67350158,57,42.21518987341772,1.350224887556222
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67360158,27,25.62820512820513,1.053526763381691
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67370158,24,17.88311688311688,1.342047930283224
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67380158,14,14.5,0.9655172413793104
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67390158,13,11.93243243243243,1.089467723669309
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67400158,8,11.16438356164384,0.7165644171779141
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67410158,5,9.295774647887324,0.5378787878787878
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67420158,14,8.26086956521739,1.694736842105263
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67430158,4,7.984615384615385,0.5009633911368016
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67440158,13,8.181818181818182,1.588888888888889
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67450158,6,6.846153846153846,0.8764044943820225
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67460158,6,5.784615384615384,1.037234042553191
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67470158,7,6.229508196721311,1.123684210526316
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67480158,11,5.949152542372881,1.849002849002849
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67490158,3,5.09375,0.588957055214724
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67500158,8,4.894736842105263,1.634408602150538
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67510158,6,5.241379310344827,1.144736842105263
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67520158,7,4.618181818181818,1.515748031496063
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67530158,15,4.716981132075472,3.18
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67540158,4,4.173076923076923,0.9585253456221198
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67550158,4,4.653061224489796,0.8596491228070176
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67560158,5,4.456521739130435,1.121951219512195
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67570158,2,4.111111111111111,0.4864864864864865
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67580158,4,4.26530612244898,0.937799043062201
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67590158,1,3.723404255319149,0.2685714285714286
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67610158,1,3.119047619047619,0.3206106870229007
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67620158,2,2.72972972972973,0.7326732673267327
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67670158,2,2.9,0.6896551724137931
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67680158,1,2.433333333333333,0.4109589041095891
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67690158,3,1.852941176470588,1.619047619047619
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67700158,1,1.916666666666667,0.5217391304347826
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67710158,2,1.5625,1.28
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67730158,2,1.962962962962963,1.018867924528302
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67740158,1,1.736842105263158,0.5757575757575757
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67750158,1,1.708333333333333,0.5853658536585367
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67760158,2,1.782608695652174,1.121951219512195
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67770158,1,1.666666666666667,0.6
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67780158,1,1.769230769230769,0.5652173913043479
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67790158,2,1.869565217391304,1.069767441860465
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67810158,2,1.541666666666667,1.297297297297297
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67820158,1,1.590909090909091,0.6285714285714286
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67830158,1,2,0.5
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67840158,2,1.695652173913043,1.17948717948718
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67850158,1,1.578947368421053,0.6333333333333333
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67870158,2,1.764705882352941,1.133333333333333
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67890158,1,1.692307692307692,0.5909090909090909
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67900158,2,1.615384615384615,1.238095238095238
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67910158,1,1.375,0.7272727272727273
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67920158,2,1.666666666666667,1.2
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67930158,3,1.8,1.666666666666667
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67940158,1,1.928571428571429,0.5185185185185185
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67950158,4,1.571428571428571,2.545454545454545
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67970158,2,1.777777777777778,1.125
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67980158,3,1.777777777777778,1.6875
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,67990158,1,1.444444444444444,0.6923076923076923
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,68000158,1,1.666666666666667,0.6
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,68010158,3,1.571428571428571,1.909090909090909
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,68020158,2,2,1
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,68030158,1,1.333333333333333,0.75
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67330158,68040158,1,1.125,0.8888888888888888
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67340158,67340158,82,148.5061728395062,0.5521655998004822
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67340158,67350158,68,100.4,0.6772908366533864
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67340158,67360158,37,42.21518987341772,0.8764617691154423
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67340158,67370158,18,25.62820512820513,0.7023511755877939
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67340158,67380158,21,17.88311688311688,1.174291938997821
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67340158,67390158,10,14.5,0.6896551724137931
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67340158,67400158,6,11.93243243243243,0.5028312570781427
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67340158,67410158,7,11.16438356164384,0.6269938650306748
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67340158,67420158,9,9.295774647887324,0.9681818181818181
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67340158,67430158,12,8.26086956521739,1.452631578947368
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67340158,67440158,12,7.984615384615385,1.502890173410405
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67340158,67450158,5,8.181818181818182,0.6111111111111112
C3,"chrX:67,746,500-67,748,100",22Rv1,mCRPC,GSE118629:22Rv1:10000:RAW,RAW,10000,chrX,67340158,67460158,8,6.846153846153846,1.168539325842697
